procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 2743736  23392 424172    0    0    34    35  881    1  1  1 98  0  0  0 2026-09-21 21:34:39
 0  0      0 2743932  23392 424136    0    0     0     0 1157 1241  2  3 95  0  0  0 2026-09-21 21:34:40
 0  0      0 2754212  23392 424136    0    0     0     0   37   53  0  0 100  0  0  0 2026-09-21 21:34:41
 0  0      0 2770716  23392 424136    0    0     0     0 4231 2682  3  2 96  0  0  0 2026-09-21 21:34:42
 0  0      0 2774220  23392 424120    0    0     0     0 2207  874  1  1 98  0  0  0 2026-09-21 21:34:43
 0  0      0 2774220  23392 424044    0    0     0     0 4945 2746  3  2 95  0  0  0 2026-09-21 21:34:44
 0  0      0 2774220  23392 423940    0    0     0     0 6595 3669  4  2 94  0  0  0 2026-09-21 21:34:45
 2  0      0 2773996  23392 423852    0    0     0     0 7896 4689  5  4 91  0  0  0 2026-09-21 21:34:46
 0  0      0 2773996  23392 423760    0    0     0     0 7836 4873  5  3 92  0  0  0 2026-09-21 21:34:47
 0  0      0 2773996  23392 423652    0    0     0     0 10333 6215  7  6 88  0  0  0 2026-09-21 21:34:48
 0  0      0 2773996  23392 423488    0    0     0     0 13018 7914  7  5 88  0  0  0 2026-09-21 21:34:49
 0  0      0 2780192  23392 423300    0    0     0     0 17526 10172 11  9 80  0  0  0 2026-09-21 21:34:50
 0  0      0 2780816  23392 422868    0    0     0     0 18429 10260 15 10 75  0  0  0 2026-09-21 21:34:51
 0  0      0 2782012  23392 422348    0    0     0     0 19569 10780 14 12 74  0  0  0 2026-09-21 21:34:52
 2  0      0 2781004  23392 421612    0    0     0     0 24662 12247 23 15 62  0  0  0 2026-09-21 21:34:53
 0  0      0 2788048  23392 421040    0    0     0     0 30944 12681 27 20 53  0  0  0 2026-09-21 21:34:54
 2  0      0 2788412  23392 420864    0    0     0     0 30262 12194 35 22 44  0  0  0 2026-09-21 21:34:55
 2  0      0 2789020  23392 420740    0    0     0     0 36218 12371 41 28 31  0  0  0 2026-09-21 21:34:56
 0  0      0 2790012  23392 420708    0    0     0     0 39223 8641 48 34 18  0  0  0 2026-09-21 21:34:57
 3  0      0 2788624  23392 420900    0    0     0     0 36911 6582 50 32 18  0  0  0 2026-09-21 21:34:58
 2  0      0 2784940  23392 421308    0    0     0     0 38528 4976 56 35  9  0  0  0 2026-09-21 21:34:59
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 5  0      0 2784300  23392 421696    0    0     0     0 36497 6412 53 32 16  0  0  0 2026-09-21 21:35:00
 4  0      0 2784236  23392 422256    0    0     0     0 39078 4959 53 37 10  0  0  0 2026-09-21 21:35:01
 3  0      0 2779964  23392 422592    0    0     0    24 40357 6632 50 35 15  0  0  0 2026-09-21 21:35:02
 3  0      0 2779280  23392 423000    0    0     0     0 43152 6485 47 37 16  0  0  0 2026-09-21 21:35:03
 3  0      0 2780376  23392 423320    0    0     0     0 39441 6224 50 36 15  0  0  0 2026-09-21 21:35:04
 3  0      0 2778936  23392 423708    0    0     0     0 40171 5577 51 39 11  0  0  0 2026-09-21 21:35:05
