procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 0  0      0 15101752  24140 392852    0    0    20    68 13153    6 10  2 88  0  0  0 2026-09-21 22:10:43
 0  0      0 15074056  24140 392852    0    0     0     0 2971 2668  1  1 98  0  0  0 2026-09-21 22:10:44
 0  0      0 15076036  24140 392852    0    0     0     0   55   61  0  0 100  0  0  0 2026-09-21 22:10:45
 1  0      0 15073264  24140 392852    0    0     0     0 8408 9306  1  0 98  0  0  0 2026-09-21 22:10:46
 0  0      0 15067392  24140 392852    0    0     0     0 6294 7081  2  1 98  0  0  0 2026-09-21 22:10:47
 0  0      0 15066048  24140 392852    0    0     0     0 10028 11373  2  1 97  0  0  0 2026-09-21 22:10:48
 5  0      0 15038076  24140 392852    0    0     0     0 15908 15536  7  1 92  0  0  0 2026-09-21 22:10:49
 0  0      0 15025440  24140 392852    0    0     0     0 16796 15573 10  1 89  0  0  0 2026-09-21 22:10:50
 1  0      0 14990412  24140 392852    0    0     0     0 20569 18342 13  2 86  0  0  0 2026-09-21 22:10:51
 1  0      0 14953872  24140 392852    0    0     0     0 25779 22557 15  3 83  0  0  0 2026-09-21 22:10:52
 0  0      0 14897424  24140 392852    0    0     0     0 29148 21866 24  2 74  0  0  0 2026-09-21 22:10:53
 8  0      0 14859624  24140 392852    0    0     0     0 35067 29163 20  3 77  0  0  0 2026-09-21 22:10:54
 8  0      0 14784276  24148 392852    0    0     0    64 40862 29016 31  4 65  0  0  0 2026-09-21 22:10:55
 4  0      0 14663232  24148 392852    0    0     0    60 56516 37837 34  6 60  0  0  0 2026-09-21 22:10:56
 3  0      0 14429468  24148 392852    0    0     0     0 63460 38195 40  7 53  0  0  0 2026-09-21 22:10:57
 9  0      0 14174192  24148 392852    0    0     0     0 73901 33126 57 10 33  0  0  0 2026-09-21 22:10:58
 0  0      0 13983984  24148 392852    0    0     0     0 79209 35751 58 11 32  0  0  0 2026-09-21 22:10:59
 8  0      0 13713448  24148 392852    0    0     0     0 83623 29240 66 12 22  0  0  0 2026-09-21 22:11:00
 8  0      0 13441236  24148 393012    0    0     0     0 98164 32253 67 13 19  0  0  0 2026-09-21 22:11:01
 8  0      0 13231824  24148 393172    0    0     0     0 98757 30689 68 14 18  0  0  0 2026-09-21 22:11:02
 1  0      0 12931632  24148 393400    0    0     0  7744 100481 30738 67 14 19  0  0  0 2026-09-21 22:11:03
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
