procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 2739536  19152 457420    0    0  1561   212 17639   20 21 17 60  2  0  0 2026-09-21 18:42:36
 0  0      0 2729816  19152 457396    0    0     0     0 1227 1282  2  3 95  0  0  0 2026-09-21 18:42:37
 0  0      0 2729816  19152 457384    0    0     0    12   83   85  1  0 100  0  0  0 2026-09-21 18:42:38
 0  0      0 2729816  19152 457384    0    0     0     0 4318 2613  3  2 95  0  0  0 2026-09-21 18:42:39
 0  0      0 2729816  19152 457384    0    0     0     0 1995 1021  2  1 98  0  0  0 2026-09-21 18:42:40
 0  0      0 2733252  19152 457332    0    0     0     0 4614 2589  2  2 96  0  0  0 2026-09-21 18:42:41
 1  0      0 2736112  19152 457264    0    0     0     0 6569 3880  4  3 93  0  0  0 2026-09-21 18:42:42
 0  0      0 2739388  19152 457172    0    0     0  3664 8531 4872  6  4 90  0  0  0 2026-09-21 18:42:43
 0  0      0 2743028  19152 457096    0    0     0     0 11066 6411  5  3 92  0  0  0 2026-09-21 18:42:44
 1  0      0 2745348  19152 457036    0    0     0     0 11276 6758  7  5 88  0  0  0 2026-09-21 18:42:45
 0  0      0 2747520  19152 456912    0    0     0     0 12031 7309  6  6 88  0  0  0 2026-09-21 18:42:46
 0  0      0 2746288  19152 456576    0    0     0    12 16267 8493 10  8 82  0  0  0 2026-09-21 18:42:47
 0  0      0 2752412  19152 456236    0    0     0     0 21201 10433 14 10 75  0  0  0 2026-09-21 18:42:48
 0  0      0 2756476  19152 455616    0    0     0     0 22099 11650 17 10 73  0  0  0 2026-09-21 18:42:49
 0  0      0 2758604  19152 454988    0    0     0     0 26452 12920 24 16 60  0  0  0 2026-09-21 18:42:50
 1  0      0 2761108  19152 454348    0    0     0     0 29370 15327 24 20 56  0  0  0 2026-09-21 18:42:51
 0  0      0 2760920  19152 454172    0    0     0     0 33549 13741 37 24 39  0  0  0 2026-09-21 18:42:52
 3  0      0 2761084  19152 454136    0    0     0     0 35680 11183 42 28 30  0  0  0 2026-09-21 18:42:53
